protein,ligand,tag,best_affinity_kcal_mol,min_rmsd_lb_modes2plus,passed_affinity,passed_rmsd,results_dir,pymol_open
abcc1_xenope.pdb,microcystineLR_2D.sdf,abcc1_xenope__microcystineLR,-7.261,2.623,True,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc1_xenope__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc1_xenope__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc1_xenope__microcystineLR/out.pdb
abcc1_xenope.pdb,microgininFR1_2D.sdf,abcc1_xenope__microgininFR1,-7.328,2.084,True,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc1_xenope__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc1_xenope__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc1_xenope__microgininFR1/out.pdb
abcc1_zebrafish.pdb,aerucyclamideA_3D.sdf,abcc1_zebrafish__aerucyclamideA_3D,-5.915,2.727,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc1_zebrafish__aerucyclamideA_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc1_zebrafish__aerucyclamideA_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc1_zebrafish__aerucyclamideA_3D/out.pdb
abcc1_zebrafish.pdb,aeruginosin98A_2D.sdf,abcc1_zebrafish__aeruginosin98A,-7.156,3.512,True,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc1_zebrafish__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc1_zebrafish__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc1_zebrafish__aeruginosin98A/out.pdb
abcc1_zebrafish.pdb,cyanopeptolinA_2D.sdf,abcc1_zebrafish__cyanopeptolinA,-7.065,1.922,True,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc1_zebrafish__cyanopeptolinA,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc1_zebrafish__cyanopeptolinA/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc1_zebrafish__cyanopeptolinA/out.pdb
abcc1_zebrafish.pdb,microcyclamide7806B_3D.sdf,abcc1_zebrafish__microcyclamide7806B_3D,-5.256,3.498,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc1_zebrafish__microcyclamide7806B_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc1_zebrafish__microcyclamide7806B_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc1_zebrafish__microcyclamide7806B_3D/out.pdb
abcc1_zebrafish.pdb,microcystineLR_2D.sdf,abcc1_zebrafish__microcystineLR,-6.726,2.082,True,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc1_zebrafish__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc1_zebrafish__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc1_zebrafish__microcystineLR/out.pdb
abcc1_zebrafish.pdb,microgininFR1_2D.sdf,abcc1_zebrafish__microgininFR1,-6.686,3.246,True,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc1_zebrafish__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc1_zebrafish__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc1_zebrafish__microgininFR1/out.pdb
abcc3_rattus.pdb,aerucyclamideA_3D.sdf,abcc3_rattus__aerucyclamideA_3D,-4.842,3.927,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_rattus__aerucyclamideA_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_rattus__aerucyclamideA_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_rattus__aerucyclamideA_3D/out.pdb
abcc3_rattus.pdb,aeruginosin98A_2D.sdf,abcc3_rattus__aeruginosin98A,-6.736,1.556,True,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_rattus__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_rattus__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_rattus__aeruginosin98A/out.pdb
abcc3_rattus.pdb,cyanopeptolinA_2D.sdf,abcc3_rattus__cyanopeptolinA,-5.979,1.582,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_rattus__cyanopeptolinA,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_rattus__cyanopeptolinA/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_rattus__cyanopeptolinA/out.pdb
abcc3_rattus.pdb,microcyclamide7806B_3D.sdf,abcc3_rattus__microcyclamide7806B_3D,-4.477,2.553,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_rattus__microcyclamide7806B_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_rattus__microcyclamide7806B_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_rattus__microcyclamide7806B_3D/out.pdb
abcc3_rattus.pdb,microcystineLR_2D.sdf,abcc3_rattus__microcystineLR,-6.348,2.458,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_rattus__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_rattus__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_rattus__microcystineLR/out.pdb
abcc3_rattus.pdb,microgininFR1_2D.sdf,abcc3_rattus__microgininFR1,-6.594,2.244,True,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_rattus__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_rattus__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_rattus__microgininFR1/out.pdb
abcc3_xenope.pdb,aerucyclamideA_3D.sdf,abcc3_xenope__aerucyclamideA_3D,-4.172,2.259,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_xenope__aerucyclamideA_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_xenope__aerucyclamideA_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_xenope__aerucyclamideA_3D/out.pdb
abcc3_xenope.pdb,aeruginosin98A_2D.sdf,abcc3_xenope__aeruginosin98A,-7.054,2.384,True,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_xenope__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_xenope__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_xenope__aeruginosin98A/out.pdb
abcc3_xenope.pdb,cyanopeptolinA_2D.sdf,abcc3_xenope__cyanopeptolinA,-4.861,2.089,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_xenope__cyanopeptolinA,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_xenope__cyanopeptolinA/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_xenope__cyanopeptolinA/out.pdb
abcc3_xenope.pdb,microcyclamide7806B_3D.sdf,abcc3_xenope__microcyclamide7806B_3D,-4.6,2.103,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_xenope__microcyclamide7806B_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_xenope__microcyclamide7806B_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_xenope__microcyclamide7806B_3D/out.pdb
abcc3_xenope.pdb,microcystineLR_2D.sdf,abcc3_xenope__microcystineLR,-6.294,2.082,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_xenope__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_xenope__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_xenope__microcystineLR/out.pdb
abcc3_xenope.pdb,microgininFR1_2D.sdf,abcc3_xenope__microgininFR1,-6.947,1.365,True,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_xenope__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_xenope__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_xenope__microgininFR1/out.pdb
abcc3_zebrafish.pdb,aerucyclamideA_3D.sdf,abcc3_zebrafish__aerucyclamideA_3D,-4.831,3.192,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_zebrafish__aerucyclamideA_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_zebrafish__aerucyclamideA_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_zebrafish__aerucyclamideA_3D/out.pdb
abcc3_zebrafish.pdb,aeruginosin98A_2D.sdf,abcc3_zebrafish__aeruginosin98A,-6.351,1.721,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_zebrafish__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_zebrafish__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_zebrafish__aeruginosin98A/out.pdb
abcc3_zebrafish.pdb,cyanopeptolinA_2D.sdf,abcc3_zebrafish__cyanopeptolinA,-5.627,2.513,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_zebrafish__cyanopeptolinA,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_zebrafish__cyanopeptolinA/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_zebrafish__cyanopeptolinA/out.pdb
abcc3_zebrafish.pdb,microcyclamide7806B_3D.sdf,abcc3_zebrafish__microcyclamide7806B_3D,-4.383,1.627,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_zebrafish__microcyclamide7806B_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_zebrafish__microcyclamide7806B_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_zebrafish__microcyclamide7806B_3D/out.pdb
abcc3_zebrafish.pdb,microcystineLR_2D.sdf,abcc3_zebrafish__microcystineLR,-5.946,1.837,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_zebrafish__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_zebrafish__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_zebrafish__microcystineLR/out.pdb
abcc3_zebrafish.pdb,microgininFR1_2D.sdf,abcc3_zebrafish__microgininFR1,-6.516,2.226,True,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_zebrafish__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_zebrafish__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc3_zebrafish__microgininFR1/out.pdb
abcc5_rattus.pdb,aerucyclamideA_3D.sdf,abcc5_rattus__aerucyclamideA_3D,-3.875,3.499,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_rattus__aerucyclamideA_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_rattus__aerucyclamideA_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_rattus__aerucyclamideA_3D/out.pdb
abcc5_rattus.pdb,aeruginosin98A_2D.sdf,abcc5_rattus__aeruginosin98A,-6.436,5.59,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_rattus__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_rattus__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_rattus__aeruginosin98A/out.pdb
abcc5_rattus.pdb,cyanopeptolinA_2D.sdf,abcc5_rattus__cyanopeptolinA,-5.266,2.316,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_rattus__cyanopeptolinA,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_rattus__cyanopeptolinA/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_rattus__cyanopeptolinA/out.pdb
abcc5_rattus.pdb,microcyclamide7806B_3D.sdf,abcc5_rattus__microcyclamide7806B_3D,-4.108,3.157,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_rattus__microcyclamide7806B_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_rattus__microcyclamide7806B_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_rattus__microcyclamide7806B_3D/out.pdb
abcc5_rattus.pdb,microcystineLR_2D.sdf,abcc5_rattus__microcystineLR,-4.997,2.057,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_rattus__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_rattus__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_rattus__microcystineLR/out.pdb
abcc5_rattus.pdb,microgininFR1_2D.sdf,abcc5_rattus__microgininFR1,-4.898,3.712,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_rattus__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_rattus__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_rattus__microgininFR1/out.pdb
abcc5_xenope.pdb,aerucyclamideA_3D.sdf,abcc5_xenope__aerucyclamideA_3D,-5.576,6.905,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_xenope__aerucyclamideA_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_xenope__aerucyclamideA_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_xenope__aerucyclamideA_3D/out.pdb
abcc5_xenope.pdb,aeruginosin98A_2D.sdf,abcc5_xenope__aeruginosin98A,-6.459,2.701,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_xenope__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_xenope__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_xenope__aeruginosin98A/out.pdb
abcc5_xenope.pdb,cyanopeptolinA_2D.sdf,abcc5_xenope__cyanopeptolinA,-6.512,3.151,True,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_xenope__cyanopeptolinA,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_xenope__cyanopeptolinA/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_xenope__cyanopeptolinA/out.pdb
abcc5_xenope.pdb,microcyclamide7806B_3D.sdf,abcc5_xenope__microcyclamide7806B_3D,-5.107,3.793,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_xenope__microcyclamide7806B_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_xenope__microcyclamide7806B_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_xenope__microcyclamide7806B_3D/out.pdb
abcc5_xenope.pdb,microcystineLR_2D.sdf,abcc5_xenope__microcystineLR,-6.899,2.624,True,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_xenope__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_xenope__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_xenope__microcystineLR/out.pdb
abcc5_xenope.pdb,microgininFR1_2D.sdf,abcc5_xenope__microgininFR1,-6.402,2.264,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_xenope__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_xenope__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_xenope__microgininFR1/out.pdb
abcc5_zebrafish.pdb,aerucyclamideA_3D.sdf,abcc5_zebrafish__aerucyclamideA_3D,-5.404,2.818,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_zebrafish__aerucyclamideA_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_zebrafish__aerucyclamideA_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_zebrafish__aerucyclamideA_3D/out.pdb
abcc5_zebrafish.pdb,aeruginosin98A_2D.sdf,abcc5_zebrafish__aeruginosin98A,-7.298,2.118,True,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_zebrafish__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_zebrafish__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_zebrafish__aeruginosin98A/out.pdb
abcc5_zebrafish.pdb,cyanopeptolinA_2D.sdf,abcc5_zebrafish__cyanopeptolinA,-6.298,2.618,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_zebrafish__cyanopeptolinA,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_zebrafish__cyanopeptolinA/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_zebrafish__cyanopeptolinA/out.pdb
abcc5_zebrafish.pdb,microcyclamide7806B_3D.sdf,abcc5_zebrafish__microcyclamide7806B_3D,-5.411,1.67,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_zebrafish__microcyclamide7806B_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_zebrafish__microcyclamide7806B_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_zebrafish__microcyclamide7806B_3D/out.pdb
abcc5_zebrafish.pdb,microcystineLR_2D.sdf,abcc5_zebrafish__microcystineLR,-6.862,2.081,True,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_zebrafish__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_zebrafish__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_zebrafish__microcystineLR/out.pdb
abcc5_zebrafish.pdb,microgininFR1_2D.sdf,abcc5_zebrafish__microgininFR1,-6.351,1.918,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_zebrafish__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_zebrafish__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc5_zebrafish__microgininFR1/out.pdb
abcc8_rattus.pdb,aerucyclamideA_3D.sdf,abcc8_rattus__aerucyclamideA_3D,-5.611,2.376,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_rattus__aerucyclamideA_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_rattus__aerucyclamideA_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_rattus__aerucyclamideA_3D/out.pdb
abcc8_rattus.pdb,aeruginosin98A_2D.sdf,abcc8_rattus__aeruginosin98A,-7.877,2.157,True,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_rattus__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_rattus__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_rattus__aeruginosin98A/out.pdb
abcc8_rattus.pdb,cyanopeptolinA_2D.sdf,abcc8_rattus__cyanopeptolinA,-5.886,1.554,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_rattus__cyanopeptolinA,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_rattus__cyanopeptolinA/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_rattus__cyanopeptolinA/out.pdb
abcc8_rattus.pdb,microcyclamide7806B_3D.sdf,abcc8_rattus__microcyclamide7806B_3D,-5.809,2.8,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_rattus__microcyclamide7806B_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_rattus__microcyclamide7806B_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_rattus__microcyclamide7806B_3D/out.pdb
abcc8_rattus.pdb,microcystineLR_2D.sdf,abcc8_rattus__microcystineLR,-6.846,2.887,True,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_rattus__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_rattus__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_rattus__microcystineLR/out.pdb
abcc8_rattus.pdb,microgininFR1_2D.sdf,abcc8_rattus__microgininFR1,-7.214,1.606,True,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_rattus__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_rattus__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_rattus__microgininFR1/out.pdb
abcc8_xenope.pdb,aerucyclamideA_3D.sdf,abcc8_xenope__aerucyclamideA_3D,-4.812,2.679,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_xenope__aerucyclamideA_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_xenope__aerucyclamideA_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_xenope__aerucyclamideA_3D/out.pdb
abcc8_xenope.pdb,aeruginosin98A_2D.sdf,abcc8_xenope__aeruginosin98A,-6.869,3.415,True,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_xenope__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_xenope__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_xenope__aeruginosin98A/out.pdb
abcc8_xenope.pdb,cyanopeptolinA_2D.sdf,abcc8_xenope__cyanopeptolinA,-6.283,1.801,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_xenope__cyanopeptolinA,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_xenope__cyanopeptolinA/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_xenope__cyanopeptolinA/out.pdb
abcc8_xenope.pdb,microcyclamide7806B_3D.sdf,abcc8_xenope__microcyclamide7806B_3D,-4.642,5.876,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_xenope__microcyclamide7806B_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_xenope__microcyclamide7806B_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_xenope__microcyclamide7806B_3D/out.pdb
abcc8_xenope.pdb,microcystineLR_2D.sdf,abcc8_xenope__microcystineLR,-6.078,2.18,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_xenope__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_xenope__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_xenope__microcystineLR/out.pdb
abcc8_xenope.pdb,microgininFR1_2D.sdf,abcc8_xenope__microgininFR1,-5.941,2.446,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_xenope__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_xenope__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_xenope__microgininFR1/out.pdb
abcc8_zebrafish.pdb,aerucyclamideA_3D.sdf,abcc8_zebrafish__aerucyclamideA_3D,-5.53,1.747,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_zebrafish__aerucyclamideA_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_zebrafish__aerucyclamideA_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_zebrafish__aerucyclamideA_3D/out.pdb
abcc8_zebrafish.pdb,aeruginosin98A_2D.sdf,abcc8_zebrafish__aeruginosin98A,-7.837,1.81,True,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_zebrafish__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_zebrafish__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_zebrafish__aeruginosin98A/out.pdb
abcc8_zebrafish.pdb,cyanopeptolinA_2D.sdf,abcc8_zebrafish__cyanopeptolinA,-6.674,1.544,True,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_zebrafish__cyanopeptolinA,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_zebrafish__cyanopeptolinA/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_zebrafish__cyanopeptolinA/out.pdb
abcc8_zebrafish.pdb,microcyclamide7806B_3D.sdf,abcc8_zebrafish__microcyclamide7806B_3D,-5.764,2.26,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_zebrafish__microcyclamide7806B_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_zebrafish__microcyclamide7806B_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_zebrafish__microcyclamide7806B_3D/out.pdb
abcc8_zebrafish.pdb,microcystineLR_2D.sdf,abcc8_zebrafish__microcystineLR,-7.452,1.653,True,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_zebrafish__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_zebrafish__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_zebrafish__microcystineLR/out.pdb
abcc8_zebrafish.pdb,microgininFR1_2D.sdf,abcc8_zebrafish__microgininFR1,-7.082,1.996,True,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_zebrafish__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_zebrafish__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc8_zebrafish__microgininFR1/out.pdb
abcc9_rattus.pdb,aerucyclamideA_3D.sdf,abcc9_rattus__aerucyclamideA_3D,-4.658,2.562,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_rattus__aerucyclamideA_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_rattus__aerucyclamideA_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_rattus__aerucyclamideA_3D/out.pdb
